Address,Price,Bed,Bath,Area,CarSpaces,Specification,Agent1 Name,Agent1 Number,Agent2 Name,Agent2 Number,PropertyId,image_urls,Url
"2 Kerferd Road, Glen Waverley, Vic 3150","$1,400,000 - $1,500,000",5,2,808m²,2,"Instantly appealing for its stylishly renovated interiors, warm ambience and generous outdoor dimensions (808sqm approx), this inviting home is ready for immediate family enjoyment with plenty of space and potential to redevelop in the future if desired (STCA). Platinum presentation and timber floors welcome a light-filled living/dining domain, accompanied by a well-appointed stone kitchen and huge family room. 4 robed bedrooms are conveniently placed on both levels and serviced by 2 stunning bathrooms, while ducted heating, split system AC, under stair storage, study/5th bedroom huge backyard, double garage and off street parking add further comfort. Enjoy as is, or seize the reins and shape your future to build a luxurious new home or multiple townhouses (STCA), minutes to Brentwood Secondary College, Glen Waverley South Primary, Monash Uni, Brandon Park Shopping Centre, The Glen, public transport and Monash/EastLink Freeways.",Tori Liu,0430479889,Calvin Huang,0433625756,144579744,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/187af9de37b8262ca2a99a2d9d7dc3e3bf3d52530739d463924ffc79b81d096c/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/3ff881a110206c08e43805769e30f90a66ca42a0611bc5e2528e705033e37e7c/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/3ff881a110206c08e43805769e30f90a66ca42a0611bc5e2528e705033e37e7c/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/ef4406001f4523970295605bfc212b09ee4aeec74457023fe1c272dedc90c78a/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/d4808fb248cf0d180bc2ff50b9af5dce977046bc00b0ec289b8479b4521ad537/image.jpg",https://www.realestate.com.au/property-house-vic-glen+waverley-144579744
"2/127 View Mount Road, Glen Waverley, Vic 3150","$1,380,000 - $1,480,000",4,2,457m²,2,"Setting a new benchmark in luxurious lifestyle design, this brand-new residence sits peacefully at the rear of two and is perfected by premium appointments and a family-friendly floorplan in the Brentwood Secondary Zone (STSA). ,Every aspect of this home exudes excellence with the westerly oriented living and dining zone bathed in afternoon sunshine and embracing the allure of high ceilings and stylish flooring. ,Attached to this space is a magnificent kitchen that's certain to impress guests with its waterfall stone benches, 900mm Smeg oven/gas stove, Smeg dishwasher, soft close cabinetry, island breakfast bench and 2nd kitchen equipped with its own Smeg gas stove. ,The effortless flow between inside and out is achieved with sliding doors opening from the open plan domain onto a fabulous entertainer's deck and landscaped courtyard. ,Upstairs, a carpeted retreat adds to the comfort of the home and accompanies three of the four robed bedrooms, including one with direct ensuite effect access to the family bathroom that reflects designer style. ,On the ground floor, the master bedroom is spacious and flaunts comforting carpet, a fitted walk-in-robe and dual vanity ensuite, additionally served by a powder room and laundry boasting a stone bench and storage cupboards. ,Superbly appointed with split system heating/air conditioning, alarm, CCTV camera, high ceilings, water tank, garden shed, Colorbond fences plus a double garage with internal access. ,Conveniently nestled within walking distance to Wheelers Hill Primary, Glen Waverley South Primary, Brentwood Secondary, Brandon Park Shopping Centre, buses and Brentwood Reserve, near Jells Park, Caulfield Grammar and Monash Freeway., ",Jack Qi,0451978567,Julie Wells,0408885718,144758548,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/ce63c10bfd0fcdc16565c951d922fd722ac878627041f04ca1a26f08c243c1bc/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/9d2f34c62e8ee6f67e56b72fdc13c975672faf1b0e69893a4c5fe456d73d97ef/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/9d2f34c62e8ee6f67e56b72fdc13c975672faf1b0e69893a4c5fe456d73d97ef/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/742cc37d8ee5c3c30de7395a13f2c8593909e63d2f252316690fbd5bbdf580c7/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/1d5ee60114190d19df25fa4192a06a7b990b4d3aa5edabbd633ac7f8d5a8430d/image.jpg",https://www.realestate.com.au/property-townhouse-vic-glen+waverley-144758548
"97 Springvale Road, Glen Waverley, Vic 3150","$1,400,000 - $1,500,000",6,3,691m²,2,"Discover the epitome of luxurious family living in this exceptional 6-bedroom, 3-bathroom residence in Glen Waverley. Boasting a privileged elevated position with convenient access via the service lane, the property is ideally located near The Glen Shopping Centre, scenic parklands, and esteemed schools.,Designed for ultimate versatility, the layout caters to the needs of large or extended families. The self-contained top level, accessible via an external entry, offers the potential for short or long-term rental. Whether you choose to revel in its current charm or embark on a modern renovation, the ground floor welcomes you with a grand leadlight windowed entry, a bright lounge, a spacious family/meals area featuring a kitchen with timber cabinetry and quality appliances, and a flexible formal dining room or additional bedroom/home office.,The lower level is enhanced by three bedrooms, including the master bedroom with ample built-in robes and an ensuite. A full bathroom and a second toilet add to the functionality of this floor. Ascend to the top level, where a light-filled living/dining zone provides easy access to the second kitchen equipped with stainless steel appliances. Two bedrooms with built-in robes and another bathroom complete this floor, leading to an impressive entertainer's terrace, deck, and a charming mulch garden.,Additional features of this property include reverse cycle heating and cooling, under stairs storage, and a convenient double garage. Situated near Kingsway restaurants and shops, with entry via the service lane, the home provides easy access to amenities such as Highvale Secondary College, Highvale Primary School, Highview Park, Glen Waverley North Reserve, Larpent Reserve, Vermont South Shopping Centre, Burwood One Shopping Centre, buses, and Eastlink.,Live the Glen Waverley lifestyle to the fullest with this remarkable and adaptable family home that seamlessly combines luxury and practicality.,Disclaimer: We have in preparing this document used our best endeavours to ensure that the information contained in this document is true and accurate, but accept no responsibility and disclaim all liability in respect to any errors, omissions, inaccuracies or misstatements in this document. Prospective purchasers should make their own enquiries to verify the information contained in this document. Purchasers should make their own enquires and refer to the due diligence check-list provided by Consumer Affairs. Click on the link for a copy of the due diligence check-list from Consumer Affairs. http://www.consumer.vic.gov.au/duediligencechecklist",Leo Xu,0405127812,Jenny Zhang,0450809188,144263552,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/dc8120028b54c225025c21c4b33be98b874b299b46fbc1ffc6ad8e1d5bedb397/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/5b59e72375f9428a348593e3a323ac196a9d7cfa1aee3183446d81cd8a45e6fe/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/5b59e72375f9428a348593e3a323ac196a9d7cfa1aee3183446d81cd8a45e6fe/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/747efa557bd09bd37c8a20d2479513e1a0f16474aad04295e553087c8f1f44f8/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/926c1c27ef50b89b22e95db4799486a0014d59ca489c56a78792cb4ac6b8711a/image.jpg",https://www.realestate.com.au/property-house-vic-glen+waverley-144263552
"506/2 Snedden Drive, Glen Waverley, Vic 3150","$740,000 - $810,000",2,2,,1,"Nestled within the esteemed Glen Waverley Secondary Zone, adjacent to Glen Waverley Primary and within easy reach of Wesley College, Kingsway's vibrant dining scene, Glen Waverley train station, and major thoroughfares, stands a luxurious residence commanding breathtaking views over The Glen Shopping Centre and its bustling restaurant precinct.,Inside, a seamless blend of open plan living, dining, and kitchen areas awaits, adorned with sleek flooring and elevated by premium fixtures such as stone countertops and backsplashes. The kitchen is a culinary haven, boasting an island breakfast bar, top-of-the-line Miele gas range, oven, integrated dishwasher, and soft-close drawers.,This residence offers more than just exquisite interiors; it caters to modern comfort and convenience with amenities including a Euro laundry, split system heating/air conditioning, double-glazed windows, video intercom entry, basement parking, and a storage cage. The main bathroom exudes elegance with floor-to-ceiling tiles and opulent golden tapware.,Exclusive to residents is a wealth of leisure facilities, including an indoor pool, fully-equipped gym, yoga studio, steam room, theatre room, two Mahjong rooms, two treatment rooms, a library, and two dining rooms complete with kitchens. Various lounge areas provide spaces for relaxation, while the pinnacle is the remarkable entertainer's terrace boasting panoramic views of the Dandenong Ranges. Equipped with BBQ facilities, a vegetable garden, and a kids' play area, it's the epitome of sophisticated living.",Darryn Hung,0433110453,Anthony Fazio,0481205403,144765472,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/76e7dd0a18b28a5e006981e0b38a6439b063a75fde0a90e38dac724dec537117/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/76e7dd0a18b28a5e006981e0b38a6439b063a75fde0a90e38dac724dec537117/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/bd00e1f2278560a40f963318688de39468a7698183ee56ab79eb715f28554a2d/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/a941e1ec435b818b8d266b1aafcf1a6ea24e05700b80b15104e24ce314f11995/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/761eb92baff01031106fd216bed190521f33dc1adde3ae3db6282b0213cf784a/image.jpg",https://www.realestate.com.au/property-apartment-vic-glen+waverley-144765472
"1/594 Waverley Road, Glen Waverley, Vic 3150","$860,000-$960,000",4,2,331m²,2,"A stunning lifestyle creation, this sleekly styled townhouse serves to impress executives, families and investors with its streamlined indoor-outdoor ambience and superb placement in the coveted dual school zones of Pinewood Primary and Glen Waverley Secondary (STSA). ,-Three robed bedrooms plus study (or fourth bedroom ) including an upstairs master bedroom with walk-in-robe and ensuite ,-Stylish main bathroom with floor-to-ceiling tiles and the convenience of a toilet along with a separate laundry ,-Quality equipped kitchen showcasing stone benches, stainless steel oven/gas stove, dishwasher plus a breakfast bench ,-Open plan living and dining zone adorned with fashionable flooring ,-Sliding doors linking the living room with the alfresco entertaining zone with fuss-free courtyard.,-Split system heating/air conditioning both upstairs and down, water tank plus a garden shed ,-Double garage for secure vehicle parking,Centrally situated to ensure a life of convenience, with easy access to Pinewood Primary, Glen Waverley Secondary, Monash Uni, Pinewood shopping village, The Glen, buses, train stations, Monash Aquatic Centre, parkland, Waverley Private Hospital and Monash Freeway.,Photo ID required at all open for inspections.,Disclaimer: We have in preparing this document used our best endeavors to ensure that the information contained in this document is true and accurate, but accept no responsibility and disclaim all liability in respect to any errors, omissions, inaccuracies or misstatements in this document. Prospective purchasers should make their own enquiries to verify the information contained in this document. Purchasers should make their own enquires and refer to the due diligence check-list provided by Consumer Affairs. Click on the link for a copy of the due diligence check-list from Consumer Affairs. http://www.consumer.vic.gov.au/duediligencechecklist,    ",Eddie Fu,0421339638,Bryson Shen,0430282166,144765204,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/9ced91c73246fcc4a90148aab22e67e9205b3f4c817891f1dfc28cf89ee63571/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/4ee9892753477314ebb6fbadf24995e9b6675c092c851e7ac10cbc1c27612f57/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/4ee9892753477314ebb6fbadf24995e9b6675c092c851e7ac10cbc1c27612f57/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/5b1b5fc06bf4a59e2ee2960891cd10679eeeed28f032d2ed2b051f1c4f875050/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/7a231f2db5f74c124f5ec5d0754188e4772fb1ac7d16b84be0fa34f0f9ad4873/image.jpg",https://www.realestate.com.au/property-townhouse-vic-glen+waverley-144765204
"20A Johnson Drive, Glen Waverley, Vic 3150","$1,200,000 - $1,320,000",4,3,457m²,1,"At 29 squares (270 square metres approx.), this oversized town house offers the kind of space you'd expect in a home in the school zone for Brentwood Secondary (STSA), just a 5min drive to The Glen.,With 4 bedrooms, 3 bathrooms, a home office and its own street frontage and driveway, this is a family sized setting that still shines like new – having been built in 2019 but not occupied until 2021.,Above average in every way, this home features high ceilings on both levels, the convenience of a guest bedroom and adjoining bathroom on the ground floor and a back yard big enough for playing sport or fetch with the dog.,A bright and airy open plan kitchen and family room gives you room to entertain in style with an elite kitchen and walk-in pantry at your service.,Parents will appreciate a master bedroom with lovely north facing light and street frontage, in addition to a luxury bathroom with a freestanding bath and monsoon fixed shower head for rainfall style relaxation. ,Full height 3D white tiling brings dramatic edge to the bathrooms, with central heating, evaporative cooling, CCTV security and alarm, NBN connection and an oversized single garage with internal access adding to the impressive feature list.,Monash Fwy and Eastlink provide connections to the city and the coast, nearby Monash University, Monash Medical Centre and the new Victorian Heart Hospital, as well as popular parks, playgrounds and picnic spots including Central Reserve and Jells Park. ",Anna Du,0439417961,Jackie Chen,0433722913,144768456,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/ce63c10bfd0fcdc16565c951d922fd722ac878627041f04ca1a26f08c243c1bc/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/dbb9c159f2bb60d92420894989ef641f515da7e20fe279264708d85a0a733014/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/dbb9c159f2bb60d92420894989ef641f515da7e20fe279264708d85a0a733014/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/8d371d0001e9a8fe43b3b49caac84a0b86b21c0b57862ea5c5ed48a70103a938/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/8fd91177ff4510c3a98f0aeb2b427f1df092c56e9ca091013ed0615cb4ce5313/image.jpg",https://www.realestate.com.au/property-townhouse-vic-glen+waverley-144768456
"9 Spear, Glen Waverley, Vic 3150","$1,450,000 - $1,595,000",4,2,651m²,2,"Completing your quest for absolute comfort, this spacious single level home presents a relaxed ambience for family life with various living zones making it perfect for the growing family in the coveted Highvale Secondary Zone. ,Nestled in a quiet court and benefitting from a northerly frontage, the home’s layout is ideal, with the formal lounge and dining room heading up the home and drawing in plenty of natural light. ,At the heart of the home, the kitchen boasts a Technika oven, Westinghouse gas stove, Bosch dishwasher plus a breakfast bench that links through to the casual meals zone with sliding doors opening onto a rumpus room with shelving. ,Offering versatility, a private family room/4th bedroom boasts built-in-robes, while the three remaining bedrooms include a master bedroom with walk-in-robe and ensuite, supplemented by a family bathroom and separate toilet. ,Furthermore, an outdoor entertaining zone leads out to the backyard and extra benefits include ducted heating, evaporative cooling, garden shed plus a double lock-up carport. ,Well suited to families and situated on a generous 651sqm approx. allotment, walking distance to Camelot Rise Primary, Highvale Secondary, Dandenong Creek Trail, Capital Ave Reserve and buses, near The Glen Shopping Centre, Glen Waverley Station and freeway access points.",Kyla Davis,0419394974,,,144770492,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/b66aac5f864a503a7761301b0307dbd80ab967bb4c9cee4fe96fd2cffe1a1a2a/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/b66aac5f864a503a7761301b0307dbd80ab967bb4c9cee4fe96fd2cffe1a1a2a/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/6f5f4e14d395becf36b6a2d344e86994eab79df916051a634de1bc6911acf084/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/d6b00ff3213b07fbb7bc05e7f7878f84f6683c9b98f38f6fadc3937e67005b8f/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/9d02462b5658636cccb638bd161cbc4aa33619196943caa4de153c410bb2c042/image.jpg",https://www.realestate.com.au/property-house-vic-glen+waverley-144770492
"857 Waverley Road, Glen Waverley, Vic 3150","$1,400,000 - $1,500,000",3,2,704m²,2,"Deceptively spacious and centered around open plan enjoyment, this single level home spans an impressive 659sqm approx. allotment and offers comfort for the family in the Mount View Primary and Brentwood Secondary Zones.,Only moments from local shops and Jells Park, the home’s design delivers flexibility with the formal lounge room providing space to create a 4th bedroom, while the kitchen, dining and family room offers plenty of space to relax.,Property Highlights:,•	Three oversized bedrooms, all with robes including the master bedroom that boasts a walk-in-robe and ensuite,•	Neatly presented family bathroom with separate toilet,•	Massive bedroom-sized laundry with storage and workbench,•	Generous formal lounge room/potential 4th bedroom,•	Kitchen complemented by a privacy ledge and featuring a gas stove, Bosch oven and Asko dishwasher,•	Open plan dining and family room embracing polished floorboards plus a combustion fireplace,•	Alfresco zone capturing afternoon sunshine and spanning out to the backyard,•	Enriched with ducted heating and split system air conditioning for comfort,•	Further benefitting from an alarm, storage shed and double garage,Local Attractions:,•	Zoned to Mount View Primary and Brentwood Secondary,•	Meters from local shops, buses and Jells Park,•	Close to Caulfield Grammar, The Glen Shopping Centre and Glen Waverley Station,•	Convenient access to EastLink and the Monash Freeway",Jessica Chea,0395603988,,,144269496,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/5be8562c6334b993d2715f7f7c8127368202d9cc669560009f7f9befdfaf8a87/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/2aaab8f7825c98b546d1092ba979f7c03bcbaeed9e6000ac9a4a9098817b7999/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/2aaab8f7825c98b546d1092ba979f7c03bcbaeed9e6000ac9a4a9098817b7999/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/076d4ab86f4876ce39c10d8f7173488f6b937149c75feb3b061fb84735683945/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/180b0c4e724fcc4565bc41f545be4338b084ca390e0a804cc73c20464eb763cf/image.jpg",https://www.realestate.com.au/property-house-vic-glen+waverley-144269496
