URL,fullAddress,type,images,beds,baths,sqft,price,latitude,longitude,city,street,state,zipCode,yearBuilt,style,lot,agentName,agentPhone,agentEmail,brokerName,MLS,tax,availabilityDate
https://www.zillow.com/homedetails/25-Massai-Circle-Casita-2-Sedona-AZ-86351/2066433956_zpid/,25 Massai Circle Casita #2 Sedona AZ 86351,APARTMENT,"['https://photos.zillowstatic.com/fp/188864b79af56e77f5457daa2263bb78-cc_ft_192.jpg', 'https://photos.zillowstatic.com/fp/188864b79af56e77f5457daa2263bb78-cc_ft_384.jpg', 'https://photos.zillowstatic.com/fp/188864b79af56e77f5457daa2263bb78-cc_ft_576.jpg', 'https://photos.zillowstatic.com/fp/188864b79af56e77f5457daa2263bb78-cc_ft_768.jpg', 'https://photos.zillowstatic.com/fp/188864b79af56e77f5457daa2263bb78-cc_ft_960.jpg', 'https://photos.zillowstatic.com/fp/188864b79af56e77f5457daa2263bb78-cc_ft_1152.jpg', 'https://photos.zillowstatic.com/fp/188864b79af56e77f5457daa2263bb78-cc_ft_1344.jpg', 'https://photos.zillowstatic.com/fp/188864b79af56e77f5457daa2263bb78-cc_ft_1536.jpg']",2,2,1200,2800,34.77777,-111.784386,Sedona,25 Massai Circle Casita #2,AZ,86351,,Apartment,,,,,,,,Fri May 17 2024
https://www.zillow.com/homedetails/209-Pinon-Woods-Dr-Sedona-AZ-86351/8772524_zpid/,209 Pinon Woods Dr Sedona AZ 86351,SINGLE_FAMILY,"['https://photos.zillowstatic.com/fp/5d7a9031c7d1a514c1ad2532f954ba8f-cc_ft_192.jpg', 'https://photos.zillowstatic.com/fp/5d7a9031c7d1a514c1ad2532f954ba8f-cc_ft_384.jpg', 'https://photos.zillowstatic.com/fp/5d7a9031c7d1a514c1ad2532f954ba8f-cc_ft_576.jpg', 'https://photos.zillowstatic.com/fp/5d7a9031c7d1a514c1ad2532f954ba8f-cc_ft_768.jpg', 'https://photos.zillowstatic.com/fp/5d7a9031c7d1a514c1ad2532f954ba8f-cc_ft_960.jpg', 'https://photos.zillowstatic.com/fp/5d7a9031c7d1a514c1ad2532f954ba8f-cc_ft_1152.jpg', 'https://photos.zillowstatic.com/fp/5d7a9031c7d1a514c1ad2532f954ba8f-cc_ft_1344.jpg', 'https://photos.zillowstatic.com/fp/5d7a9031c7d1a514c1ad2532f954ba8f-cc_ft_1536.jpg']",2,2,1624,3300,34.78761,-111.75372,Sedona,209 Pinon Woods Dr,AZ,86351,,Single Family,,Sedona Elite Properties,5203359369,,,,3523.3,
https://www.zillow.com/b/586-50-chaparral-drive-sedona-az-5YpVbY/,50 Chaparral Dr Sedona AZ 86351,apartment,"['https://photos.zillowstatic.com/fp/73a69caed5dc542311a2a687f3ed9784-cc_ft_384.jpg', 'https://photos.zillowstatic.com/fp/73a69caed5dc542311a2a687f3ed9784-cc_ft_576.jpg', 'https://photos.zillowstatic.com/fp/73a69caed5dc542311a2a687f3ed9784-cc_ft_768.jpg', 'https://photos.zillowstatic.com/fp/73a69caed5dc542311a2a687f3ed9784-cc_ft_960.jpg', 'https://photos.zillowstatic.com/fp/73a69caed5dc542311a2a687f3ed9784-cc_ft_1152.jpg', 'https://photos.zillowstatic.com/fp/73a69caed5dc542311a2a687f3ed9784-cc_ft_1344.jpg', 'https://photos.zillowstatic.com/fp/73a69caed5dc542311a2a687f3ed9784-cc_ft_1536.jpg']",1,1,,1600,34.784355,-111.765089,Sedona,50 Chaparral Dr,AZ,86351,,,,,,,,,,
https://www.zillow.com/homedetails/853-Crown-Ridge-Rd-Sedona-AZ-86351/8772606_zpid/,853 Crown Ridge Rd Sedona AZ 86351,SINGLE_FAMILY,"['https://photos.zillowstatic.com/fp/d859d28c5afed64891c6a248fa98cdf2-cc_ft_192.jpg', 'https://photos.zillowstatic.com/fp/d859d28c5afed64891c6a248fa98cdf2-cc_ft_384.jpg', 'https://photos.zillowstatic.com/fp/d859d28c5afed64891c6a248fa98cdf2-cc_ft_576.jpg', 'https://photos.zillowstatic.com/fp/d859d28c5afed64891c6a248fa98cdf2-cc_ft_768.jpg', 'https://photos.zillowstatic.com/fp/d859d28c5afed64891c6a248fa98cdf2-cc_ft_960.jpg', 'https://photos.zillowstatic.com/fp/d859d28c5afed64891c6a248fa98cdf2-cc_ft_1152.jpg', 'https://photos.zillowstatic.com/fp/d859d28c5afed64891c6a248fa98cdf2-cc_ft_1344.jpg', 'https://photos.zillowstatic.com/fp/d859d28c5afed64891c6a248fa98cdf2-cc_ft_1536.jpg']",4,3,2452,4200,34.770756,-111.77499,Sedona,853 Crown Ridge Rd,AZ,86351,,Single Family,,,9282829533,,"Foothills Property Management, Inc.",,4320.14,
https://www.zillow.com/homedetails/160-Coffee-Pot-Rock-Rd-Sedona-AZ-86351/102749880_zpid/,160 Coffee Pot Rock Rd Sedona AZ 86351,SINGLE_FAMILY,"['https://photos.zillowstatic.com/fp/de326dbfe7df14550aa6e2f12b73b3c1-cc_ft_192.jpg', 'https://photos.zillowstatic.com/fp/de326dbfe7df14550aa6e2f12b73b3c1-cc_ft_384.jpg', 'https://photos.zillowstatic.com/fp/de326dbfe7df14550aa6e2f12b73b3c1-cc_ft_576.jpg', 'https://photos.zillowstatic.com/fp/de326dbfe7df14550aa6e2f12b73b3c1-cc_ft_768.jpg', 'https://photos.zillowstatic.com/fp/de326dbfe7df14550aa6e2f12b73b3c1-cc_ft_960.jpg', 'https://photos.zillowstatic.com/fp/de326dbfe7df14550aa6e2f12b73b3c1-cc_ft_1152.jpg', 'https://photos.zillowstatic.com/fp/de326dbfe7df14550aa6e2f12b73b3c1-cc_ft_1344.jpg', 'https://photos.zillowstatic.com/fp/de326dbfe7df14550aa6e2f12b73b3c1-cc_ft_1536.jpg']",3,2,2528,3950,34.787575,-111.77049,Sedona,160 Coffee Pot Rock Rd,AZ,86351,,Single Family,,Sedona Elite Properties,9285758896,,,,5134.08,
https://www.zillow.com/homedetails/450-Concho-Dr-Sedona-AZ-86351/8772249_zpid/,450 Concho Dr Sedona AZ 86351,SINGLE_FAMILY,"['https://photos.zillowstatic.com/fp/5c2bc6d7e5df6a21e70baa37791ec664-cc_ft_192.jpg', 'https://photos.zillowstatic.com/fp/5c2bc6d7e5df6a21e70baa37791ec664-cc_ft_384.jpg', 'https://photos.zillowstatic.com/fp/5c2bc6d7e5df6a21e70baa37791ec664-cc_ft_576.jpg', 'https://photos.zillowstatic.com/fp/5c2bc6d7e5df6a21e70baa37791ec664-cc_ft_768.jpg', 'https://photos.zillowstatic.com/fp/5c2bc6d7e5df6a21e70baa37791ec664-cc_ft_960.jpg', 'https://photos.zillowstatic.com/fp/5c2bc6d7e5df6a21e70baa37791ec664-cc_ft_1152.jpg', 'https://photos.zillowstatic.com/fp/5c2bc6d7e5df6a21e70baa37791ec664-cc_ft_1344.jpg', 'https://photos.zillowstatic.com/fp/5c2bc6d7e5df6a21e70baa37791ec664-cc_ft_1536.jpg']",3,3,1758,3750,34.78377,-111.755165,Sedona,450 Concho Dr,AZ,86351,,Single Family,,,5204228706,,"CR Property Services, Inc.",,3248.92,Available Now
https://www.zillow.com/homedetails/185-Merry-Go-Round-Rock-Rd-Sedona-AZ-86351/8770565_zpid/,185 Merry Go Round Rock Rd Sedona AZ 86351,SINGLE_FAMILY,"['https://photos.zillowstatic.com/fp/960421e1928971608544f7c6b08e674e-cc_ft_192.jpg', 'https://photos.zillowstatic.com/fp/960421e1928971608544f7c6b08e674e-cc_ft_384.jpg', 'https://photos.zillowstatic.com/fp/960421e1928971608544f7c6b08e674e-cc_ft_576.jpg', 'https://photos.zillowstatic.com/fp/960421e1928971608544f7c6b08e674e-cc_ft_768.jpg', 'https://photos.zillowstatic.com/fp/960421e1928971608544f7c6b08e674e-cc_ft_960.jpg', 'https://photos.zillowstatic.com/fp/960421e1928971608544f7c6b08e674e-cc_ft_1152.jpg', 'https://photos.zillowstatic.com/fp/960421e1928971608544f7c6b08e674e-cc_ft_1344.jpg', 'https://photos.zillowstatic.com/fp/960421e1928971608544f7c6b08e674e-cc_ft_1536.jpg']",3,2,2152,3900,34.788033,-111.780716,Sedona,185 Merry Go Round Rock Rd,AZ,86351,,Single Family,,,,,,,4297.64,Available Now
https://www.zillow.com/homedetails/625-Deer-Pass-Dr-Sedona-AZ-86351/8770649_zpid/,625 Deer Pass Dr Sedona AZ 86351,APARTMENT,"['https://photos.zillowstatic.com/fp/b4f9da4cccdf68aecb398200b4007ce7-cc_ft_192.jpg', 'https://photos.zillowstatic.com/fp/b4f9da4cccdf68aecb398200b4007ce7-cc_ft_384.jpg', 'https://photos.zillowstatic.com/fp/b4f9da4cccdf68aecb398200b4007ce7-cc_ft_576.jpg', 'https://photos.zillowstatic.com/fp/b4f9da4cccdf68aecb398200b4007ce7-cc_ft_768.jpg', 'https://photos.zillowstatic.com/fp/b4f9da4cccdf68aecb398200b4007ce7-cc_ft_960.jpg', 'https://photos.zillowstatic.com/fp/b4f9da4cccdf68aecb398200b4007ce7-cc_ft_1152.jpg', 'https://photos.zillowstatic.com/fp/b4f9da4cccdf68aecb398200b4007ce7-cc_ft_1344.jpg', 'https://photos.zillowstatic.com/fp/b4f9da4cccdf68aecb398200b4007ce7-cc_ft_1536.jpg']",3,3,2311,3895,34.778915,-111.78175,Sedona,625 Deer Pass Dr,AZ,86351,,Apartment,,Sedona Elite Properties,9285979732,,,,3432.5,
https://www.zillow.com/homedetails/75-Wild-Turkey-Rd-Sedona-AZ-86351/8770256_zpid/,75 Wild Turkey Rd Sedona AZ 86351,SINGLE_FAMILY,"['https://photos.zillowstatic.com/fp/b2a1868d483214cb827f92843fd07e43-cc_ft_192.jpg', 'https://photos.zillowstatic.com/fp/b2a1868d483214cb827f92843fd07e43-cc_ft_384.jpg', 'https://photos.zillowstatic.com/fp/b2a1868d483214cb827f92843fd07e43-cc_ft_576.jpg', 'https://photos.zillowstatic.com/fp/b2a1868d483214cb827f92843fd07e43-cc_ft_768.jpg', 'https://photos.zillowstatic.com/fp/b2a1868d483214cb827f92843fd07e43-cc_ft_960.jpg', 'https://photos.zillowstatic.com/fp/b2a1868d483214cb827f92843fd07e43-cc_ft_1152.jpg', 'https://photos.zillowstatic.com/fp/b2a1868d483214cb827f92843fd07e43-cc_ft_1344.jpg', 'https://photos.zillowstatic.com/fp/b2a1868d483214cb827f92843fd07e43-cc_ft_1536.jpg']",3,2,1738,3500,34.783714,-111.77142,Sedona,75 Wild Turkey Rd,AZ,86351,,Single Family,,,5205233272,,UNLimited RE,,2551.64,Sat Jun 1 2024
https://www.zillow.com/apartments/sedona-az/130cr69/5XpJH5/,130 Castle Rock Rd Sedona AZ 86351,townhome,"['https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_384.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_576.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_768.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_960.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_1152.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_1344.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_1536.jpg']",2,2,,2100,34.780761,-111.765411,Sedona,130 Castle Rock Rd,AZ,86351,,,,,,,,,,
https://www.zillow.com/homedetails/155-Quartz-Dr-Sedona-AZ-86351/8772221_zpid/,155 Quartz Dr Sedona AZ 86351,APARTMENT,"['https://photos.zillowstatic.com/fp/57d5e72d0dc14c3a86f6e31c33683ec6-cc_ft_192.jpg', 'https://photos.zillowstatic.com/fp/57d5e72d0dc14c3a86f6e31c33683ec6-cc_ft_384.jpg', 'https://photos.zillowstatic.com/fp/57d5e72d0dc14c3a86f6e31c33683ec6-cc_ft_576.jpg', 'https://photos.zillowstatic.com/fp/57d5e72d0dc14c3a86f6e31c33683ec6-cc_ft_768.jpg', 'https://photos.zillowstatic.com/fp/57d5e72d0dc14c3a86f6e31c33683ec6-cc_ft_960.jpg', 'https://photos.zillowstatic.com/fp/57d5e72d0dc14c3a86f6e31c33683ec6-cc_ft_1152.jpg', 'https://photos.zillowstatic.com/fp/57d5e72d0dc14c3a86f6e31c33683ec6-cc_ft_1344.jpg', 'https://photos.zillowstatic.com/fp/57d5e72d0dc14c3a86f6e31c33683ec6-cc_ft_1536.jpg']",3,2,1932,4095,34.78311,-111.75399,Sedona,155 Quartz Dr,AZ,86351,,Apartment,,Sedona Elite Properties,9283960176,,,,3763.96,
https://www.zillow.com/apartments/sedona-az/130cr69/5XpJH5/,130 Castle Rock Rd Sedona AZ 86351,townhome,"['https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_384.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_576.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_768.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_960.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_1152.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_1344.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_1536.jpg']",2,2,,2100,34.780761,-111.765411,Sedona,130 Castle Rock Rd,AZ,86351,,,,,,,,,,
https://www.zillow.com/apartments/sedona-az/130cr69/5XpJH5/,130 Castle Rock Rd Sedona AZ 86351,townhome,"['https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_384.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_576.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_768.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_960.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_1152.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_1344.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_1536.jpg']",2,2,,2100,34.780761,-111.765411,Sedona,130 Castle Rock Rd,AZ,86351,,,,,,,,,,
https://www.zillow.com/apartments/sedona-az/130cr69/5XpJH5/,130 Castle Rock Rd Sedona AZ 86351,townhome,"['https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_384.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_576.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_768.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_960.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_1152.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_1344.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_1536.jpg']",2,2,,2100,34.780761,-111.765411,Sedona,130 Castle Rock Rd,AZ,86351,,,,,,,,,,
https://www.zillow.com/apartments/sedona-az/130cr69/5XpJH5/,130 Castle Rock Rd Sedona AZ 86351,townhome,"['https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_384.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_576.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_768.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_960.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_1152.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_1344.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_1536.jpg']",2,2,,2100,34.780761,-111.765411,Sedona,130 Castle Rock Rd,AZ,86351,,,,,,,,,,
https://www.zillow.com/apartments/sedona-az/130cr69/5XpJH5/,130 Castle Rock Rd Sedona AZ 86351,townhome,"['https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_384.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_576.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_768.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_960.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_1152.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_1344.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_1536.jpg']",2,2,,2100,34.780761,-111.765411,Sedona,130 Castle Rock Rd,AZ,86351,,,,,,,,,,
https://www.zillow.com/apartments/sedona-az/130cr69/5XpJH5/,130 Castle Rock Rd Sedona AZ 86351,townhome,"['https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_384.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_576.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_768.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_960.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_1152.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_1344.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_1536.jpg']",2,2,,2100,34.780761,-111.765411,Sedona,130 Castle Rock Rd,AZ,86351,,,,,,,,,,
https://www.zillow.com/apartments/sedona-az/130cr69/5XpJH5/,130 Castle Rock Rd Sedona AZ 86351,townhome,"['https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_384.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_576.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_768.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_960.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_1152.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_1344.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_1536.jpg']",2,2,,2100,34.780761,-111.765411,Sedona,130 Castle Rock Rd,AZ,86351,,,,,,,,,,
https://www.zillow.com/apartments/sedona-az/130cr69/5XpJH5/,130 Castle Rock Rd Sedona AZ 86351,townhome,"['https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_384.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_576.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_768.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_960.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_1152.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_1344.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_1536.jpg']",2,2,,2100,34.780761,-111.765411,Sedona,130 Castle Rock Rd,AZ,86351,,,,,,,,,,
https://www.zillow.com/apartments/sedona-az/130cr69/5XpJH5/,130 Castle Rock Rd Sedona AZ 86351,townhome,"['https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_384.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_576.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_768.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_960.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_1152.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_1344.jpg', 'https://photos.zillowstatic.com/fp/ea296bf420cfa555784b127cfe614744-cc_ft_1536.jpg']",2,2,,2100,34.780761,-111.765411,Sedona,130 Castle Rock Rd,AZ,86351,,,,,,,,,,
